masking_level,row,coordinate,loss_model,loss_ind
0.5,4734,epsx,0.07062510257014423,0.2911601573399271
0.5,4740,epsx,0.014463268962832098,0.05813973743876733
0.5,4745,epsx,0.036303336857009344,0.33446561604278047
0.5,4746,epsx,0.04792077138249433,0.8979989004174929
0.5,4748,epsx,0.08691347068029555,1.157861602352703
0.5,4760,epsx,0.07552096464985875,0.2529382048689073
0.5,4764,epsx,0.8858111988108129,2.5094709871274277
0.5,4766,epsx,0.22290108249894336,0.1826786111032162
0.5,4767,epsx,0.21971479922534137,0.23790039029372417
0.5,4772,epsx,0.7640185309296547,1.9955845558472087
0.5,4774,epsx,0.0831734232313851,0.2856054014622186
0.5,4775,epsx,0.6704262731151468,0.6763997138273876
0.5,4776,epsx,0.6613337831903235,0.3208501074675344
0.5,4778,epsx,0.021510009776443687,0.10882627360412157
0.5,4785,epsx,0.12225474924598528,0.27264573059128383
0.5,4787,epsx,0.030808480415482047,0.3629490203844505
0.5,4790,epsx,0.15171610356612514,0.07183714932471023
0.5,4791,epsx,0.19229919401641304,0.10045379935094684
0.5,4793,epsx,0.5921236519952777,1.3574196300843082
0.5,4798,epsx,0.1341814604521613,0.03979706315509277
0.5,4799,epsx,0.15291103619606786,1.2269543795503326
0.5,4801,epsx,0.044412375834733786,0.18253619713760152
0.5,4808,epsx,0.03082803941505144,0.222889469342949
0.5,4812,epsx,0.05131609146399416,0.49333297882646615
0.5,4814,epsx,0.11524529277530288,0.30766367444534193
0.5,4815,epsx,0.13795206883789898,0.5183666646190838
0.5,4821,epsx,0.08734682476450507,0.012260436636328849
0.5,4822,epsx,0.15706548994835512,0.478240154564994
0.5,4823,epsx,0.4785934389947164,0.2843964108013353
0.5,4825,epsx,0.24689814131438323,0.8346619700618951
0.5,4826,epsx,0.21654563007636268,1.1936814651891066
0.5,4828,epsx,0.034003931970132184,0.05923748628959973
0.5,4832,epsx,0.020692199106948285,0.7738591525880071
0.5,4834,epsx,2.9413251405573884,3.766960632318007
0.5,4838,epsx,0.22519131910477247,1.188530113677517
0.5,4841,epsx,0.5222362904401416,0.4196481152611844
0.5,4847,epsx,0.12614699016029515,0.0498864508392186
0.5,4851,epsx,0.7145776585493763,0.7613248899577066
0.5,4854,epsx,0.0837418566563707,0.5276247948215104
0.5,4855,epsx,0.9232923541731416,2.349854881391476
0.5,4860,epsx,0.01521323435257112,0.12564028982770045
0.5,4862,epsx,0.17400541723166205,1.2436492081202855
0.5,4865,epsx,0.10260039955368803,0.11698359886203293
0.5,4868,epsx,0.29557010052408944,0.6613172802844367
0.5,4871,epsx,0.6234975097420625,1.6481806615892727
0.5,4872,epsx,0.04078295897713773,0.14889960762813212
0.5,4877,epsx,0.13625960415640967,0.38684706176457007
0.5,4881,epsx,0.3524690639276732,1.262054837933824
0.5,4883,epsx,0.07965830427752263,0.2299569915936031
0.5,4886,epsx,0.16767930330843533,0.050303913236277954
0.5,4887,epsx,0.9431814118602717,0.10214626403243607
0.5,4891,epsx,0.08852342083235157,0.2694392770993758
0.5,4897,epsx,0.03754411089219284,0.9031979269905331
0.5,4906,epsx,0.08078905894012836,0.367879721932148
0.5,4907,epsx,0.0385923510253654,1.2332022574752814
0.5,4908,epsx,0.020974582163231482,0.7575371674473457
0.5,4911,epsx,1.2297134209270904,0.7242666979610659
0.5,4914,epsx,0.6539557618215052,0.7300482159900322
0.5,4922,epsx,0.001477315686225976,0.903314669769213
0.5,4924,epsx,0.1579059157111027,1.952710006353619
0.5,4926,epsx,0.19337188289904708,0.5468555699293829
0.5,4927,epsx,0.5566802999005854,1.507234843379783
0.5,4931,epsx,0.25900271717289325,0.050330806860685834
0.5,4933,epsx,0.7433226645102868,0.7270043466820447
0.5,4934,epsx,0.023454296577389,0.1687305995352904
0.5,4935,epsx,0.5178440725993391,0.2402908667723463
0.5,4938,epsx,0.2761755187948236,1.8736219691572913
0.5,4939,epsx,0.19001017984805726,1.2608635726163004
0.5,4940,epsx,2.0593444495684947,1.990948461730525
0.5,4945,epsx,0.17839580141625488,0.14771323206050088
0.5,4950,epsx,0.02371773185283931,0.46315099761594136
0.5,4952,epsx,0.33043707335022127,0.35849934798241284
0.5,4956,epsx,0.007744141392007884,0.6750428082322607
0.5,4959,epsx,0.7037291371944632,0.5822378001504209
0.5,4969,epsx,0.11857949098314835,1.1346328454890988
0.5,4974,epsx,1.107621867083762,0.6145688264386332
0.5,4977,epsx,1.0689011601237228,1.1659565832994871
0.5,4990,epsx,0.03856851349464007,0.1723416798307902
0.5,4999,epsx,0.09871365960800707,0.08879908048253275
0.5,5001,epsx,0.12583954713581375,0.0592319853209708
0.5,5003,epsx,0.29442100929938747,0.03433032277544641
0.5,5005,epsx,0.011877813707252511,0.39017331412884065
0.5,5008,epsx,0.13769841306223338,0.34552378542432793
0.5,5009,epsx,0.0057729609666546545,0.08558895967820557
0.5,5015,epsx,0.13718132201111746,0.3869314099502132
0.5,5016,epsx,2.3509844136166085,2.100572375785836
0.5,5018,epsx,0.13444978547750402,0.5737589738370875
0.5,5019,epsx,0.06980240215075649,0.07825433483968189
0.5,5024,epsx,0.20011545921933288,1.4484893881731007
0.5,5025,epsx,0.11959472530454751,0.8236973171470388
0.5,5027,epsx,0.007195266966591695,0.41121024060319955
0.5,5029,epsx,0.6180546068931417,1.1209183194785324
0.5,5040,epsx,0.8573094579070465,1.6109549956588187
0.5,5041,epsx,0.556382025157152,1.129617795755758
0.5,5042,epsx,0.03884356192608471,0.2829557682393019
0.5,5049,epsx,0.1786604591291783,0.6820284271722179
0.5,5050,epsx,0.34176417897584804,0.6859597860856665
0.5,5051,epsx,0.13916656046741116,0.09719661470390581
0.5,5056,epsx,0.010571639267258752,0.5145324894847456
0.5,5059,epsx,0.5319583356636047,0.020464214518217626
0.5,5061,epsx,0.025891836898725026,0.7965249769952547
0.5,5062,epsx,0.01735494480542003,0.3492998947786945
0.5,5063,epsx,0.39399648732592113,0.6620140696440965
0.5,5064,epsx,0.06251973090483903,0.21663731288684415
0.5,5067,epsx,0.06042325063849437,0.7293178095998626
0.5,5069,epsx,0.0369860681857286,0.22974062016086666
0.5,5071,epsx,0.03136774555941947,0.2946165992950814
0.5,5075,epsx,0.45641842323291315,0.008754485963514507
0.5,5078,epsx,0.7108877310368623,0.1816994386872733
0.5,5082,epsx,0.039821511904554525,0.43202896198861235
0.5,5089,epsx,0.44734243621397674,1.8128234302145594
0.5,5091,epsx,0.06550553443285473,0.14728415650744725
0.5,5092,epsx,0.46291873449605486,1.881457793359781
0.5,5094,epsx,1.5179018327699423,1.6401791971091797
0.5,5095,epsx,0.017461908084315178,0.005159908573901382
0.5,5103,epsx,0.010237913837105922,0.3722811080539987
0.5,5107,epsx,0.0019247278013759237,0.7924175870856816
0.5,5109,epsx,0.007664682956257211,0.44027246908837636
0.5,5110,epsx,0.10295735129582956,0.5473720497617622
0.5,5113,epsx,0.24615367689327303,0.40873602715767093
0.5,5117,epsx,0.3075255390108831,0.06974678124573104
0.5,5125,epsx,0.19232914373450372,0.06233330919019324
0.5,5127,epsx,0.13841231654651645,1.2423894863042688
0.5,5142,epsx,1.597359657301879,2.791564936948203
0.5,5146,epsx,0.06986230158693778,0.2054758475388208
0.5,5149,epsx,0.16581753103692318,1.3202330821529933
0.5,5150,epsx,0.23293668293425338,0.2716054363016866
0.5,5151,epsx,0.13090349436807774,0.2659119337707825
0.5,5153,epsx,0.24729298861819032,0.5263693515366497
0.5,5156,epsx,0.05722718786510771,0.1911965554156883
0.5,5159,epsx,0.3821400662744477,0.4228588472842482
0.5,5162,epsx,0.09987864251985928,0.12225047071482949
0.5,5166,epsx,0.06286445827224967,0.2419148749553428
0.5,5167,epsx,0.0032700202405084615,0.515586230586547
0.5,5171,epsx,0.35120261870555486,0.5246750531989508
0.5,5172,epsx,0.8276537360286856,0.8122229078059051
0.5,5174,epsx,0.02534846344193773,0.2359744400548752
0.5,5178,epsx,1.0567696906408046,0.04217959379013988
0.5,5181,epsx,0.21239484363649472,0.08834372252380772
0.5,5182,epsx,0.24814197144324943,0.16791462252200468
0.5,5183,epsx,0.022678660000715126,0.1662417168400847
0.5,5185,epsx,0.22343039792479016,0.12998299895084303
0.5,5186,epsx,0.207579662430004,1.154605640143135
0.5,5190,epsx,3.004412693668477,4.156343029401761
0.5,5192,epsx,0.16143692635211518,0.11997795945236024
0.5,5193,epsx,0.18660569148550907,0.07803062878210694
0.5,5194,epsx,0.6556824547522409,0.9737209560316745
0.5,5202,epsx,0.2877752279769485,1.4062700651650857
0.5,5211,epsx,0.27448977751943604,0.9228357737769435
0.5,5214,epsx,0.02744555492701895,0.6801972158375331
0.5,5219,epsx,0.2998419082737929,0.2095325062932609
0.5,5222,epsx,0.01667404713291043,0.5054571136845457
0.5,5225,epsx,0.6336321276126927,0.3885352479149036
0.5,5228,epsx,0.6120897232432121,0.40835095935364846
0.5,5231,epsx,0.025886947148832683,0.10822911289851844
0.5,5232,epsx,0.05752240651485821,0.1581161749564736
0.5,5234,epsx,0.24497524716921676,0.6276819132124403
0.5,5237,epsx,0.2607251315724733,0.04997141024359812
0.5,5246,epsx,0.08404196505601359,0.9474409952352445
0.5,5252,epsx,0.14421033748136933,0.422113160425665
0.5,5258,epsx,0.024053902157938317,0.29102079946799514
0.5,5259,epsx,0.3463629887496021,0.7751702167778932
0.5,5261,epsx,0.22831648050471995,0.5511108747731996
0.5,5263,epsx,0.2548568204829178,0.034804017296267774
0.5,5265,epsx,0.11548611295750115,0.41058679749192495
0.5,5266,epsx,3.4354478139914693,3.48737818028569
0.5,5267,epsx,0.7406198552572909,0.26071412963521545
0.5,5274,epsx,0.2211939485677771,0.6892994852621409
0.5,5276,epsx,0.1218977975038438,0.4958793160829069
0.5,5281,epsx,0.9424357250016887,1.9171731377922354
0.5,5285,epsx,0.014725481800809305,0.30628598741317253
0.5,5286,epsx,0.11220692443594443,0.019232608764082094
0.5,5294,epsx,0.6175014539365695,1.5609035157607334
0.5,5295,epsx,0.3191949271289742,1.190592365694615
0.5,5296,epsx,0.4342562430645774,0.4681666585680183
0.5,5300,epsx,2.887443764056121,3.0729217569727068
0.5,5309,epsx,0.2423213354151442,0.6228215018194453
0.5,5312,epsx,0.01887871311562333,0.13892818516015917
0.5,5313,epsx,0.07899696560458222,1.0049041135326577
0.5,5314,epsx,0.32747694100914027,1.11710614821871
0.5,5321,epsx,0.024586273677467865,0.9370777815571468
0.5,5328,epsx,0.3336979253096817,0.559702165334057
0.5,5331,epsx,1.224161109924328,1.721848411029931
0.5,5332,epsx,0.6470104833181597,1.6110967984056968
0.5,5343,epsx,0.1106703205322737,0.02695352384410135
0.5,5348,epsx,0.016332375859182534,0.14816920123796243
0.5,5349,epsx,0.21605543264965457,1.5171848731919768
0.5,5353,epsx,2.275515402559356,2.1628317275089075
0.5,5354,epsx,0.0036838153251485058,0.8984298096267561
0.5,5356,epsx,0.28173088589126843,0.6568352132893622
0.5,5358,epsx,1.5028750201320173,2.6928647241524004
0.5,5364,epsx,0.0011729287554272428,0.5619490054095914
0.5,5369,epsx,0.11460962528929745,0.27120325437304077
0.5,5370,epsx,0.04510549788197425,0.04013751199134759
0.5,5371,epsx,0.056597632566467736,0.7769189135831447
0.5,5378,epsx,0.13239364564777115,0.25071825841778084
0.5,5384,epsx,0.21229582620117468,0.21662264363716716
0.5,5386,epsx,0.1560698146265255,0.17250976498333967
0.5,5390,epsx,0.18139994150636699,0.5187743475163584
0.5,5393,epsx,0.010470176956992516,0.22210099717280773
0.5,5400,epsx,0.19130474113205653,0.2739959127803087
0.5,5403,epsx,0.14343408968595883,0.22264070331717575
0.5,5404,epsx,0.005749734654665995,1.1281465922568978
0.5,5405,epsx,0.32728012857597344,0.7578268851284674
0.5,5406,epsx,0.029494971350649768,0.3917685950312195
0.5,5410,epsx,0.015496228627590838,0.22159979780884193
0.5,5416,epsx,0.05042982429600591,0.5080908552203123
0.5,5430,epsx,0.038267182657524164,1.31682248160308
0.5,5432,epsx,0.6681103653223827,0.5944970143492767
0.5,5435,epsx,0.07982700064880867,0.6592990360163696
0.5,5436,epsx,0.43790583014047946,1.4216030983900194
0.5,5438,epsx,0.008079089259633798,0.21898561527264482
0.5,5442,epsx,0.200730345268296,0.27176802048560716
0.5,5445,epsx,0.08539336968251157,0.16520631230037974
0.5,5446,epsx,0.04582979208477849,0.5329155042050321
0.5,5450,epsx,0.07640173084921813,0.7853250048668291
0.5,5451,epsx,0.12907472790833907,0.7947567211904342
0.5,5455,epsx,0.09744415829220594,0.4090966462122317
0.5,5464,epsx,0.028573864714678505,0.10465164963352852
0.5,5471,epsx,0.04077562435229914,1.634329222581721
0.5,5473,epsx,0.01326222414552385,0.16710598013355737
0.5,5479,epsx,0.25758468970411214,0.2000940665635541
0.5,5480,epsx,0.002217501576180306,0.0669914071813923
0.5,5482,epsx,0.031048078160207146,0.17902474549615832
0.5,5483,epsx,0.10929079984389471,0.3639978717363594
0.5,5486,epsx,0.05639776403961802,0.801094448269655
0.5,5487,epsx,0.21212040642378666,0.3565018851513882
0.5,5490,epsx,0.02019099974298252,0.35810877920976136
0.5,5493,epsx,0.10625120906706322,0.8831689002127346
0.5,5498,epsx,0.9873584684814364,1.9825723201649315
0.5,5501,epsx,0.029679559409085874,0.6765201239184867
0.5,5504,epsx,0.11513955193388087,0.07509555640922444
0.5,5506,epsx,0.4975846163578637,0.632082076896818
0.5,5514,epsx,0.00534877516349337,0.352654263204846
0.5,5517,epsx,0.017774852077425518,0.34680917842727915
0.5,5520,epsx,0.07754348744908164,0.3875255145621335
0.5,5523,epsx,0.4644871217740257,0.5349795898783399
0.5,5534,epsx,0.029125184015040877,0.4862587331697101
0.5,5535,epsx,0.003322585051851211,0.899346026512835
0.5,5538,epsx,0.044866511355985655,0.7919567281583276
0.5,5543,epsx,0.07524286012473141,0.4902371559258725
0.5,5546,epsx,0.5052951407193618,1.6077601553229055
0.5,5547,epsx,1.059413211676356,2.279479156065842
0.5,5549,epsx,1.5815651539308544,1.4877326871528849
0.5,5551,epsx,0.04780219494760479,0.0029289601855171246
0.5,5559,epsx,0.015303083506843054,0.6290357627138845
0.5,5562,epsx,0.15923776133803086,1.5730551554619576
0.5,5564,epsx,0.0012695013158011514,0.5431032981057414
0.5,5565,epsx,1.5750727885112878,1.4986294947879848
0.5,5566,epsx,0.24643972726197522,1.5332385333072953
0.5,5567,epsx,0.20748003377594734,0.24984177074957725
0.5,5568,epsx,0.3209509585590641,0.27892539189053317
0.5,5570,epsx,0.23290062102879722,0.15676354789250252
0.5,5571,epsx,0.04474182273373081,0.28668603618842775
0.5,5586,epsx,0.08503580672163336,1.357735018952365
0.5,5587,epsx,0.5673106161665523,0.136369012310251
0.5,5588,epsx,0.4447520912085046,0.5976551815609976
0.5,5589,epsx,0.0687578293300034,0.627496102716531
0.5,5600,epsx,1.7295839953596275,1.5831323187713526
0.5,5605,epsx,0.04111607318855395,0.43919855776826927
0.5,5611,epsx,0.3511622782689429,0.7934633823439077
0.5,5617,epsx,0.5353891064318241,0.8217909259077592
0.5,5620,epsx,0.02556544609341073,0.17696432713526974
0.5,5624,epsx,0.03137813627794072,0.294807299540883
0.5,5626,epsx,0.11758014834889952,0.015396599973534262
0.5,5628,epsx,0.03281327787134518,0.22638075076608627
0.5,5632,epsx,0.012464583694334426,0.17604933268666384
0.5,5633,epsx,0.00948061382252836,0.24432918896469025
0.5,5640,epsx,0.13106546733326177,0.2744341566144105
0.5,5641,epsx,0.19059389374145627,0.10178808985282155
0.5,5643,epsx,0.5443905247649025,0.3807360968366068
0.5,5645,epsx,0.09244805633969813,0.5599851596090767
0.5,5646,epsx,0.1358971514456393,0.15567191122903556
0.5,5647,epsx,0.14948943370889667,0.0536980108803047
0.5,5651,epsx,0.0020268013303787013,0.19663823582713635
0.5,5652,epsx,0.021892021486783455,0.5841527484520121
0.5,5655,epsx,0.09155506576560801,0.2736359049444846
0.5,5660,epsx,0.4826672118737796,0.8416115270963961
0.5,5665,epsx,0.5942225771365686,0.4172460256265679
0.5,5666,epsx,1.0373916118174253,1.2662209048421054
0.5,5667,epsx,0.8422331365514611,0.12309945353988859
0.5,5669,epsx,0.33396074936639536,0.03869686942931423
0.5,5670,epsx,0.017696004860411386,0.6642926930939311
0.5,5673,epsx,0.798957016347962,0.214491935121576
0.5,5676,epsx,0.12041314719277933,0.41776861764631285
0.5,5684,epsx,0.045268082065894874,0.674230498531394
0.5,5687,epsx,0.03754961186082183,0.3064705754716087
0.5,5690,epsx,1.0626972899478049,0.9607472271297992
0.5,5694,epsx,0.2600925201801506,1.0880408636398502
0.5,5697,epsx,1.5032967610602321,2.427986972483849
0.5,5698,epsx,0.5258767092349956,1.7215415792241864
0.5,5700,epsx,0.004856744080575738,0.9735333118795556
0.5,5702,epsx,0.033771057631509054,0.07210730800626254
0.5,5704,epsx,0.00965419994370675,0.7117623850488562
0.5,5707,epsx,0.002428983259024422,0.18247690892015678
0.5,5713,epsx,0.15751901425087042,0.058059667784280095
0.5,5719,epsx,0.6730606258696495,1.298968171089904
0.5,5722,epsx,0.03528626887940074,0.3363842316567909
0.5,5725,epsx,0.026266513984226282,0.34398840395813024
0.5,5726,epsx,0.018962450082529815,0.8012056900797059
0.5,5727,epsx,0.0424949826581964,0.061968411604476734
0.5,5730,epsx,0.30327023416706633,0.02181989767587132
0.5,5739,epsx,0.1703815013426949,0.7412714144304464
0.5,5742,epsx,0.0629237464896944,0.023745847914720303
0.5,5753,epsx,0.11208651434484533,1.053878014798217
0.5,5756,epsx,0.02869060749335836,0.051427944492781624
0.5,5760,epsx,0.09676876158832526,0.23868152783902702
0.5,5765,epsx,0.5671095252022293,1.6576019871943564
0.5,5767,epsx,0.3438111505245326,0.1391842858107709
0.5,5769,epsx,0.1785913914119489,0.12544469983200654
0.5,5778,epsx,0.08607915710491358,1.136519677728809
0.5,5779,epsx,0.05074582438279896,0.2766296543160752
0.5,5782,epsx,0.021398156747656213,0.4824355599726296
0.5,5788,epsx,0.037684079982861426,0.2630948266140529
0.5,5789,epsx,0.0513625440879715,1.1359060141173192
0.5,5791,epsx,0.10045685544462953,0.3480016661822758
0.5,5795,epsx,0.0038574014463268963,0.25585494067969355
0.5,5796,epsx,0.020110318869758795,0.2407474471685445
0.5,5798,epsx,0.16022243472260295,0.165230149831105
0.5,5801,epsx,0.243787037945376,0.462298347478463
0.5,5803,epsx,0.5894336783357491,0.4864335417283616
0.5,5806,epsx,0.03192212095346462,0.12044248569213341
0.5,5807,epsx,0.20310126274734874,0.09762630147569591
0.5,5810,epsx,0.05983342455772973,0.17375787364336176
0.5,5815,epsx,0.016712553913312663,0.28829965365290294
0.5,5816,epsx,0.01920021417104528,0.2804277675449574
0.5,5818,epsx,1.3134399971150477,1.3421617767639697
0.5,5819,epsx,0.1809354152665937,0.3874051044710345
0.5,5821,epsx,0.9468309989361736,0.8041340390464867
0.5,5822,epsx,0.4348637944887018,0.5231188902957107
0.5,5826,epsx,0.3070946298016198,1.2581357033951062
0.5,5827,epsx,0.003093378025647371,0.13843187554608574
0.5,5828,epsx,0.010865024260799697,0.7228847323977408
0.5,5829,epsx,1.5084591145090798,1.8798649573323478
0.5,5831,epsx,0.7678649304387236,0.5250699005027579
0.5,5841,epsx,0.1201851626040485,0.6570998710022857
0.5,5843,epsx,0.20544100807083787,0.4670432385302512
0.5,5846,epsx,0.3723984620514151,0.2819191412621239
0.5,5851,epsx,1.6273319904857688,1.5343509514078046
0.5,5852,epsx,0.044677033547657195,0.097669086787254
0.5,5854,epsx,0.10742719391617313,0.3081660962467808
0.5,5857,epsx,0.17496808674171827,1.058704809160702
0.5,5858,epsx,0.17396018704515778,0.759452115748937
0.5,5868,epsx,0.7100986476479845,0.6453436898236053
0.5,5869,epsx,0.35134503267116957,0.35036891634890927
0.5,5870,epsx,0.003558515484157048,0.07851165792776676
0.5,5871,epsx,0.1919049579313424,0.16604979415680998
0.5,5875,epsx,0.20829112103934075,0.5988543927220963
0.5,5876,epsx,0.5772300850419189,0.707871977790756
0.5,5884,epsx,0.13782004559080557,0.11480827137867416
0.5,5890,epsx,0.012948668933676966,0.7665538662488375
0.5,5891,epsx,0.34626702740796494,0.21676444638404518
0.5,5892,epsx,0.33554013858162424,0.40232678748627426
0.5,5894,epsx,0.2506809740748517,0.7582217324322748
0.5,5901,epsx,0.510508836542079,1.7807601177329533
0.5,5906,epsx,0.3168606827741142,0.14005405007287244
0.5,5907,epsx,0.5992345707762263,1.2017892817293578
0.5,5909,epsx,0.12385125258583728,0.22201298167474548
0.5,5914,epsx,0.5794341398058953,0.13972215829892917
0.5,5917,epsx,0.26727372911580183,0.3215597324206615
0.5,5918,epsx,0.34818258692829274,0.18062491614842963
0.5,5925,epsx,0.5294847334368127,0.05841417465147543
0.5,5937,epsx,0.8556328849127073,0.848710221502614
0.5,5938,epsx,0.043056692677080004,0.592226336743017
0.5,5940,epsx,1.6340321702757608,2.5946974940948633
0.5,5944,epsx,0.5801290955093453,2.0909218431545487
0.5,5950,epsx,0.44001331234408203,1.9359589456599038
0.5,5952,epsx,0.9395189891909024,0.34529702327307016
0.5,5956,epsx,0.16355418805550231,0.3011230227455885
0.5,5960,epsx,0.3564731578707708,1.4909452528321585
0.5,5961,epsx,0.04136911774548302,0.06295002889536576
0.5,5965,epsx,0.07182553616871594,0.10352272862713245
0.5,5970,epsx,2.0930714994509727,2.573960676020147
0.5,5971,epsx,0.05399261831131876,0.4754346605642588
0.5,5975,epsx,0.005353664913385719,0.29375294722034523
0.5,5984,epsx,1.2559194242563991,1.720394321655694
0.5,5987,epsx,0.136292609968183,0.2940053805585378
0.5,5991,epsx,0.10309426429281528,1.032177915994708
0.5,5994,epsx,0.08144306298823002,0.052567867436435524
0.5,5995,epsx,0.03258040353272206,0.20658643198312054
0.5,6002,epsx,0.013545829639280011,0.792803877327177
0.5,6006,epsx,0.028075110225658895,0.09468328325923832
0.5,6012,epsx,2.9720437718185986,3.839904698774598
0.5,6015,epsx,0.2489597821127449,1.173633490630475
0.5,6016,epsx,0.7093657963828686,0.18861782356621073
0.5,6018,epsx,0.1590562293732777,0.6717947918662677
0.5,6020,epsx,0.5299596503951074,1.5758850982121546
0.5,6021,epsx,0.5940110954537242,1.5852783077553572
0.5,6025,epsx,0.6014092870408486,0.02062740992087467
0.5,6030,epsx,0.45084227469942556,0.45986325203207307
0.5,6032,epsx,0.5508364375604915,0.3980720938611941
0.5,6034,epsx,0.9744220239224902,1.0762657346803373
0.5,6047,epsx,0.5215492805802667,1.0994028087334602
0.5,6049,epsx,0.3733446286555846,0.5540392237399802
0.5,6050,epsx,0.023003217149819802,0.35535646123910547
0.5,6053,epsx,0.05810428675204782,1.5154936309479607
0.5,6055,epsx,0.3451008220586397,0.3086752414543216
0.5,6057,epsx,0.08654796187584257,0.19302715553163657
0.5,6063,epsx,0.24656258222802066,0.4179440374237008
0.5,6065,epsx,0.20837669166245684,0.01065537623416522
0.5,6067,epsx,0.5630216942922256,0.07617007894806813
0.5,6069,epsx,0.12519654502496985,0.12389464911613186
0.5,6070,epsx,0.04529986544019514,0.47346714745132484
0.5,6073,epsx,0.004860411392995013,0.28466106851425865
0.5,6080,epsx,0.01070794104550799,0.4105556253363613
0.5,6083,epsx,1.49622007052853,1.8338731922823854
0.5,6084,epsx,0.27192021395100646,0.5580035884652023
0.5,6085,epsx,0.34448165747852105,0.6433755654919348
0.5,6086,epsx,0.6048590055899009,1.8107630118536706
0.5,6088,epsx,0.018194759349430996,0.22754573367793843
0.5,6091,epsx,0.13033506094309216,0.13520219574218917
0.5,6094,epsx,0.022619983002006922,0.5049473572582683
0.5,6102,epsx,0.07313171060870968,0.08336473469592326
0.5,6107,epsx,0.008241673443554406,0.43319638977541064
0.5,6111,epsx,0.13495342971641594,0.23270503103310333
0.5,6113,epsx,0.13465271009803642,0.0016160623394213679
0.5,6116,epsx,0.23451607214948209,1.3455509846581042
0.5,6119,epsx,0.09349996378528985,0.09688856046068779
0.5,6124,epsx,0.4379046077030063,1.2096691136808784
0.5,6132,epsx,0.07664255103141636,0.13927291252756982
0.5,6133,epsx,0.11950426493153896,0.054845268448797106
0.5,6143,epsx,0.09745088169830789,0.31864483026608487
0.5,6144,epsx,1.4113554050531287,1.7237126281763893
0.5,6146,epsx,0.8132925405948565,1.1891676148197317
0.5,6149,epsx,0.09811038671503852,0.3589510386287186
0.5,6150,epsx,1.149071665702469,1.8756059851761118
0.5,6151,epsx,0.035055228196987254,0.11934779293498377
0.5,6152,epsx,0.9176422481725323,2.2896204973425736
0.5,6153,epsx,0.04728388145901579,0.31616572707066387
0.5,6157,epsx,0.4549887826081376,0.5943539891649255
0.5,6158,epsx,0.05223964297491161,0.514698129762349
0.5,6160,epsx,0.056306081229136426,0.11832155667632697
0.5,6163,epsx,0.07644146006709347,0.040125898835353224
0.5,6166,epsx,0.036032566956720524,0.08605715323039798
0.5,6168,epsx,0.31137743948858104,0.27035549398545483
0.5,6170,epsx,0.12982347086060514,0.1625939634203923
0.5,6171,epsx,0.17784876064704833,1.0596711459831776
0.5,6172,epsx,0.6756265221256597,0.7474746733876279
0.5,6174,epsx,0.08321559732420661,0.3934897869933264
0.5,6176,epsx,0.02037558780141881,0.8894540624806129
0.5,6180,epsx,0.031924565828410745,0.1290845074081239
0.5,6182,epsx,0.5126603264947124,0.022538079691310067
0.5,6185,epsx,0.011619268181694547,0.01047628914435796
0.5,6187,epsx,7.945843575067226e-05,0.3895889890167049
0.5,6190,epsx,0.02571580590260046,0.45855402149839664
0.5,6192,epsx,0.41657246257889674,1.2300184190766257
0.5,6196,epsx,0.05888481307861404,0.05665630956517594
0.5,6197,epsx,0.004254082406343715,0.12163680710333967
0.5,6199,epsx,0.05623762473064354,0.19377589848390248
0.5,6202,epsx,0.014869729422633603,0.12691345845592086
0.5,6203,epsx,0.06462843554591462,0.015434495535199922
0.5,6204,epsx,0.3733654100926271,0.6464084328626644
0.5,6205,epsx,0.8031212496000338,1.803864797193039
0.5,6210,epsx,0.03924513263599388,0.4079970637051897
0.5,6211,epsx,0.19757829024394044,0.5803968093159515
0.5,6217,epsx,0.8482566972000987,1.720088712287422
0.5,6218,epsx,0.11278941589187053,0.1028919508910194
0.5,6219,epsx,0.04963462871976269,0.29641969456788514
0.5,6221,epsx,0.02479958901652151,0.12650455312117317
0.5,6223,epsx,0.007615174238597183,0.22156862565327823
0.5,6225,epsx,0.06510701981662827,0.1896141101067769
0.5,6227,epsx,0.17421078672714066,0.7708837397785128
0.5,6229,epsx,0.03860274174388647,1.0091331359708033
0.5,6230,epsx,0.08785474753457291,0.6851016349795592
0.5,6231,epsx,0.01815991988144802,0.826810865390992
0.5,6233,epsx,1.517939728331608,2.447531914022305
0.5,6235,epsx,0.3162323499129472,0.27863078445951917
0.5,6242,epsx,0.820079513445437,0.12245400655409852
0.5,6243,epsx,0.3007367325040928,0.461956676204735
0.5,6246,epsx,1.1316818814290661,0.4223998220131039
0.5,6252,epsx,0.08584811642250006,0.707081671964405
0.5,6254,epsx,0.19087749923521255,0.1820563904294148
0.5,6256,epsx,0.13078919646434414,0.2610967525642918
0.5,6259,epsx,0.13842637457745682,0.09012420270335937
0.5,6270,epsx,0.42460998896444574,0.5613304520482092
0.5,6272,epsx,0.7389768992934618,0.7673875686054831
0.5,6273,epsx,0.2917677087640515,0.12632485481262934
0.5,6274,epsx,0.06798647128448534,0.009742215441769024
0.5,6275,epsx,0.04726554489691949,0.3801658297554117
0.5,6278,epsx,1.0640505282305126,1.246711413990369
0.5,6282,epsx,0.050635193791484574,0.46950278272610285
0.5,6288,epsx,0.21825520888247518,0.7301674036436582
0.5,6290,epsx,0.1174010612590922,0.6830760560866538
0.5,6299,epsx,0.00573506540498895,0.06695412283846314
